Id;Band;Title;Cover;plays;Spotify;Albums;;;;;;;;
9346;The xx ; Basic Space;http://userserve-ak.last.fm/serve/126/88381869.png;5611704;16NE62lzGmi6ehGTNVI659;http://www.lastfm.it//music/The+xx/xx;http://www.lastfm.it//music/+noredirect/Multi+Interpr%C3%A8tes/Various+Artists%2FRough+Trade+Counter+Culture+09;http://www.lastfm.it//music/Various+Artists/Do+Not+Disturb,+Volume+3;http://www.lastfm.it//music/Various+Artists/LSTN+%237;;;;;
9347;Backstreet Boys ; Just Want You To Know - Jason Nevins Radio Edit;http://userserve-ak.last.fm/serve/126/56898493.jpg;1433;0qF7bEX1RDnNDg5KQpmvp1;http://www.lastfm.it//music/Backstreet+Boys/I+Still;http://www.lastfm.it//music/Backstreet+Boys/Just+Want+You+To+Know+Jason+Nevins+Remix;;;;;;;
9348;Papa ; Cotton Candy;http://userserve-ak.last.fm/serve/126/93697845.jpg;7263;5xq4XXhvdzeaehiMLsvAWb;0;;;;;;;;
9349;Mauro Picotto ; Goodbye;http://userserve-ak.last.fm/serve/126/71104988.jpg;11533;6fcwuGIEPsbWUuhi9Y4lYz;http://www.lastfm.it//music/Mauro+Picotto/The+Double+Album;http://www.lastfm.it//music/Mauro+Picotto/The+Triple+Album;http://www.lastfm.it//music/Mauro+Picotto/The+Triple+Album+(disc+2);http://www.lastfm.it//music/Mauro+Picotto/The+Chillout+Sounds+of+Mauro+Picotto;;;;;
9350;Jamelia ; Something About You;http://userserve-ak.last.fm/serve/126/52384095.png;233889;1EjGgS3gNhbmmDzXXK3NkU;http://www.lastfm.it//music/Jamelia/Superstar+-+The+Hits;http://www.lastfm.it//music/P!nk/Nrj+Hits+8;http://www.lastfm.it//music/+noredirect/Diverse+Artister/Ultimate+R&B+2007;http://www.lastfm.it//music/+noredirect/Eri+esitt%C3%A4ji%C3%A4/Ultimate+R&B+2007;;;;;
9351;Schiller ; Expedition;http://userserve-ak.last.fm/serve/126/88879711.jpg;62620;5P91Z4cZOn6uZ8SbxhhlR5;http://www.lastfm.it//music/Schiller/Weltreise;http://www.lastfm.it//music/Schiller/Voyage;http://www.lastfm.it//music/Schiller/Schiller+(Super-Fan-Box);;;;;;
9352;Jamelia ; DJ;http://userserve-ak.last.fm/serve/126/52384095.png;48740;2xCdHZthjAxUYlhthfNFr2;http://www.lastfm.it//music/Jamelia/Superstar+-+The+Hits;http://www.lastfm.it//music/Jamelia/DJ;http://www.lastfm.it//music/Jamelia/Dj+%2F+Stop;http://www.lastfm.it//music/Various+Artists/Smash+Hits!+Let%27s+Party+(disc+2);;;;;
9353;ATB ; No Fate;http://userserve-ak.last.fm/serve/126/9234213.jpg;104937;0SwcmEXb0lS0jXvQlbBOTU;http://www.lastfm.it//music/ATB/Trilogy+%5Blimited+edition%5D;http://www.lastfm.it//music/Various+Artists/Intelligent+Music+Favorites,+Volume+4;http://www.lastfm.it//music/Various+Artists/Kontor+Sunset+Chill:+Ibiza+Edition;;;;;;
9354;Papa ; If You’re My Girl, Then I’m Your Man;http://userserve-ak.last.fm/serve/126/93697845.jpg;10282;4G8QmQBgBXC3sf60YBzKIb;http://www.lastfm.it//music/PAPA/Tender+Madness;http://www.lastfm.it//music/PAPA/If+You%E2%80%99re+My+Girl,+Then+I%E2%80%99m+Your+Man;;;;;;;
9355;ATB ; Trilogy (The Final Chapter);http://userserve-ak.last.fm/serve/126/9234213.jpg;121690;1Lne9ayn90oNk1bR6bpLIL;http://www.lastfm.it//music/ATB/Trilogy+%5Blimited+edition%5D;http://www.lastfm.it//music/Various+Artists/Beautiful+Voices+037+(Ambient-chill+mix);http://www.lastfm.it//music/Various+Artists/Beautiful+Voices+039+(Acoustic+Chill+mix);;;;;;
9356;Sigurd Julius ; Østavind;http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;5326;26Jh5LJp7pUomE7X9gonHO;0;;;;;;;;
9357;Mis-Teeq ; One Night Stand;http://userserve-ak.last.fm/serve/126/60879729.png;49776;1oqxP37YIFTlwsb2Y3Skox;http://www.lastfm.it//music/Mis-Teeq/Lickin%27+On+Both+Sides;http://www.lastfm.it//music/Various+Artists/Absolute+Music+38+(disc+2);http://www.lastfm.it//music/Various+Artists/Hit+Express+(disc+1);http://www.lastfm.it//music/Various+Artists/Now+That%27s+What+I+Call+Music+50+(disc+2);;;;;
9358;CHAPPO ; Bodies Coasting;http://userserve-ak.last.fm/serve/126/92981201.jpg;1461;0TTcL99wHasbig9IpKUXUJ;0;;;;;;;;
9359;Bear Hands ; Vile Iowa;http://userserve-ak.last.fm/serve/126/97078677.png;6871;34vzwO2oTdw9DQQbT3ZWAK;0;;;;;;;;
9360;Kim Cesarion ; Undressed (Gabriel Gassi Remix);http://userserve-ak.last.fm/serve/126/89071071.png;278;3l7K4cktXajZ27ZYaQ9J4b;http://www.lastfm.it//music/Kim+Cesarion/Undressed;http://www.lastfm.it//music/Kim+Cesarion/Undressed+(Remixes);;;;;;;
9361;The 411 ; Dumb;http://userserve-ak.last.fm/serve/126/85648655.png;105112;1ARpYnVxwLiNbE35IHUb2j;http://www.lastfm.it//music/The+411/Between+The+Sheets;http://www.lastfm.it//music/The+411/Dumb;http://www.lastfm.it//music/+noredirect/Various/All+Woman;http://www.lastfm.it//music/The+411/%E3%83%93%E3%83%88%E3%82%A6%E3%82%A3%E3%83%BC%E3%83%B3%E3%83%BB%E3%82%B6%E3%83%BB%E3%82%B7%E3%83%BC%E3%83%84(%E6%9C%9F%E9%96%93%E9%99%90%E5%AE%9A);;;;;
9362;Bear Hands ; The Bug;http://userserve-ak.last.fm/serve/126/97078677.png;7064;34vzwO2oTdw9DQQbT3ZWAK;0;;;;;;;;
9363;Kim Cesarion ; Undressed (Pikanen Remix);http://userserve-ak.last.fm/serve/126/89071071.png;59;6edjeplB0bL67Shs3HR4Pa;http://www.lastfm.it//music/Kim+Cesarion/Undressed;http://www.lastfm.it//music/Kim+Cesarion/Undressed+(Remixes);;;;;;;
9364;Christina Milian ; AM to PM;http://userserve-ak.last.fm/serve/126/53357947.png;253370;0zMPzkChdCtXbXHD8HJiVt;http://www.lastfm.it//music/Christina+Milian/Christina+Milian;http://www.lastfm.it//music/+noredirect/Diverse+Artister/R&B+Divas;http://www.lastfm.it//music/+noredirect/Eri+esitt%C3%A4ji%C3%A4/R&B+Divas;http://www.lastfm.it//music/Christina+Milian/Best+Of;;;;;
9365;Sugababes ; Follow Me Home;http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;123798;0oSYlGYab3edZXNS9b7xt0;0;;;;;;;;
9366;Erik Hassle ; Make It In Time;http://userserve-ak.last.fm/serve/126/50978797.png;22156;1NwHsexPBEijIWvqyaHvpp;0;;;;;;;;
9367;Hatcham Social ; All That I Can See Is a Gun;http://userserve-ak.last.fm/serve/126/96819531.jpg;894;1aNIySlBQvDI1oqHhgmMM8;0;;;;;;;;
9368;Cassie ; Long Way 2 Go;http://userserve-ak.last.fm/serve/126/96096039.png;560773;2GSNZQ4owfPdTUUBRrsbZo;http://www.lastfm.it//music/Cassie/Cassie;http://www.lastfm.it//music/Cassie/Long+Way+2+Go;http://www.lastfm.it//music/+noredirect/Various/R&B+Yearbook+2008;http://www.lastfm.it//music/2007+vol+2+Digital+Version/2007+VOL+2;;;;;
9369;Samantha Mumba ; Body II Body;http://userserve-ak.last.fm/serve/126/61464693.jpg;37410;0G7wTd7pty8215ooHWrkxq;http://www.lastfm.it//music/Samantha+Mumba/Body+II+Body;http://www.lastfm.it//music/Various+Artists/Now+That%E2%80%99s+What+I+Call+Music!+47;http://www.lastfm.it//music/Various+Artists/Massive+Dance+2001;http://www.lastfm.it//music/Various+Artists/Funky+Divas:+The+Very+Best+in+Soul,+Dance+and+R&B;;;;;
9370;Mitzi ; Can't Change Her;http://userserve-ak.last.fm/serve/126/90576005.png;6883;4JGwZzRv48Y8QsIC07eoHn;0;;;;;;;;
9371;Hatcham Social ; More Power to Live (Bonus Track);http://userserve-ak.last.fm/serve/126/96819531.jpg;245;7rS52ZoponqNHmRgFpSfM2;0;;;;;;;;
9372;Bad Things ; Anybody;http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;5660;0lXW0SCKhlmuLk2t1bvwOi;0;;;;;;;;
9373;Janet Jackson ; My Need;http://userserve-ak.last.fm/serve/126/97902951.png;72818;1InHdPFseqrf8bkXm3ODJC;http://www.lastfm.it//music/Janet+Jackson/The+Velvet+Rope;http://www.lastfm.it//music/Janet+Jackson/The+Velvet+Rope%2FThe+Velvet+Rope+Special+Edition;http://www.lastfm.it//music/Janet+Jackson/The+Velvet+Rope+(Special+Edition);;;;;;
9374;Delerium ; Daylight;http://userserve-ak.last.fm/serve/126/64758749.png;82410;0ogWj0epluuGLNviKOvsFL;http://www.lastfm.it//music/Delerium/Poem;http://www.lastfm.it//music/Delerium/Poem+(Full+Length+Release);http://www.lastfm.it//music/Delerium/Silence:+The+Masterpieces;;;;;;
9375;Robert Miles ; Flying Away;http://images.amazon.com/images/P/B000002VU7.01.MZZZZZZZ.jpg;33199;1nKObWzGMjuYUs9JDiJgkA;http://www.lastfm.it//music/Robert+Miles/23am;http://www.lastfm.it//music/Robert+Miles/23+AM;http://www.lastfm.it//music/Robert+Miles+feat.+Kathy+Sledge/23+AM;http://www.lastfm.it//music/Robert+Miles/Hit+Singles;;;;;
9376;TLC ; Dear Lie;http://userserve-ak.last.fm/serve/126/75091288.png;109850;08vjsE3N31ai3ARwj5uW2i;http://www.lastfm.it//music/TLC/FanMail;http://www.lastfm.it//music/TLC/Dear+Lie;http://www.lastfm.it//music/TLC/Collections;http://www.lastfm.it//music/TLC/We+Love+TLC;;;;;
9377;Driver Friendly ; Run;http://userserve-ak.last.fm/serve/126/91015867.jpg;4180;0RScWpuIbKcbcuY7SdRvbz;0;;;;;;;;
9378;Parade of Lights ; We’re The Kids;http://userserve-ak.last.fm/serve/126/97797545.jpg;5128;0eJif6Scy9MvDuOnzneHqT;0;;;;;;;;
9379;The Dimes ; Take Me Away;http://userserve-ak.last.fm/serve/126/90039991.jpg;1634;6ZsTJKJqCyr109LrlEjE31;http://www.lastfm.it//music/The+Dimes/Broadcast;http://www.lastfm.it//music/The+Dimes/Broadcast+EP;;;;;;;
9380;Robert Miles ; Textures;http://images.amazon.com/images/P/B000002VU7.01.MZZZZZZZ.jpg;35955;0xvcNwK0nFFuTbo9AytFmC;http://www.lastfm.it//music/Robert+Miles/23am;http://www.lastfm.it//music/Robert+Miles/23+AM;http://www.lastfm.it//music/Robert+Miles+feat.+Kathy+Sledge/23+AM;http://www.lastfm.it//music/Robert+Miles/Hit+Singles;;;;;
9380;Delerium ; Nature's Kingdom;http://userserve-ak.last.fm/serve/126/32094939.jpg;55306;0DHOyYBdfLJSZRyixHdonS;http://www.lastfm.it//music/Delerium/Poem+(Full+Length+Release);http://www.lastfm.it//music/Kirsty+Hawkshaw/The+Meta+Message+(Full+Length+Release);http://www.lastfm.it//music/Delerium/Reflections;http://www.lastfm.it//music/Delerium/Silence:+The+Masterpieces;;;;;
9382;Woody van Eyden ; Unfinished Symphony (Funaki Remix);http://images.amazon.com/images/P/B0001WJMWE.01.MZZZZZZZ.jpg;18102;2Oi144vLT8xptwBsUt2pWB;http://www.lastfm.it//music/ATB/The+DJ:+In+the+Mix+(disc+1);http://www.lastfm.it//music/Woody+van+Eyden/Unfinished+Symphony;http://www.lastfm.it//music/ATB/The+DJ:+In+The+Mix;http://www.lastfm.it//music/ATB/2003-03-10:+Einslive+Einheits+Rave;;;;;
9384;Mythos ; Kaleidoscope;http://images.amazon.com/images/P/B00004SQW3.01.MZZZZZZZ.jpg;61631;0fa2ptmvnZOP5oluAD44lh;http://www.lastfm.it//music/Mythos/The+Reality+of+a+Dreamer;http://www.lastfm.it//music/Mythos/Reality+of+a+Dreamer;http://www.lastfm.it//music/Various+Artists/Tower+Higher+Octave+Music+Sampler;http://www.lastfm.it//music/Various+Artists/100%25+Hits:+Enigmatic+Hits,+Volume+3;;;;;
9384;The Airplanes ; Paper Hearts;http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;6707;0Wp9bSDzAchuMbxSjc75xL;0;;;;;;;;
9386;Chicane ; In Praise of the Sun;http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;57062;3W9hCXx2v52IzxxvMiB07Y;0;;;;;;;;
9387;Chicane ; Overture;http://userserve-ak.last.fm/serve/126/97594717.png;159872;0IZfnvt1RbHRon4lFMdMTr;http://www.lastfm.it//music/Chicane/Behind+The+Sun;http://www.lastfm.it//music/Chicane/Chicane;http://www.lastfm.it//music/DJ+River/Ambient+Chillout+Mix+5+(Mixed+by+DJ+River);http://www.lastfm.it//music/Solarstone/Chilled+Out+Euphoria;;;;;
9388;James Vincent McMorrow ; Repeating;http://userserve-ak.last.fm/serve/126/96392577.png;48392;6sy4xoFo00e5hRraAxLAlR;0;;;;;;;;
9389;Vinyl Theatre ; Lay Your Head Down;http://userserve-ak.last.fm/serve/126/95802713.png;413;0k9yetwfDW6MiCYkY1wPFO;0;;;;;;;;
9390;Sleepthief ; Eurydice;http://userserve-ak.last.fm/serve/126/28950323.jpg;91078;2TC4Dhnv550NorN0zK1WV8;http://www.lastfm.it//music/Sleepthief/Eurydice+(CD5+Maxi-Single);http://www.lastfm.it//music/Various+Artists/Auralgasms:+Bliss+of+Life;;;;;;;
9391;Fergie, Q-Tip & GoonRock ; A Little Party Never Killed Nobody (All We Got);http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;301275;02BkDcKI3g732SZ2zvsqSa;0;;;;;;;;
9392;Janet Jackson ; What About;http://userserve-ak.last.fm/serve/126/97902951.png;69232;4dTnLn8s8db2QZNs5M9Uoq;http://www.lastfm.it//music/Janet+Jackson/The+Velvet+Rope;http://www.lastfm.it//music/Janet+Jackson/The+Velvet+Rope%2FThe+Velvet+Rope+Special+Edition;http://www.lastfm.it//music/Janet+Jackson/The+Velvet+Rope+(Special+Edition);;;;;;
9392;Orkidea ; Beautiful (Ambient mix);http://userserve-ak.last.fm/serve/126/4080757.jpg;31014;0NFuHkZBLF4vBuAGLLT7OT;http://www.lastfm.it//music/Orkidea/Beautiful+CD+Single;http://www.lastfm.it//music/Various+Artists/Balearic+Chill+Sounds+2010;;;;;;;
9394;Lauryn Hill ; Final Hour;http://userserve-ak.last.fm/serve/126/96542969.png;349591;0EluIKrb5BH0dI0VLtoBXa;http://www.lastfm.it//music/Lauryn+Hill/The+Miseducation+of+Lauryn+Hill;http://www.lastfm.it//music/Lauryn+Hill/The+Miseducation+of+Lauryn+Hil;http://www.lastfm.it//music/Lauryn+Hill/The+Miseducation+Of;http://www.lastfm.it//music/Lauryn+Hill/Ms.+Hill;;;;;
9395;Wolfgang Gartner ; Flexx - Radio Edit;http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;23300;0cfJqh0e3a3JsbFLxkItV6;0;;;;;;;;
9396;Kid Runner ; Sleepytown;http://userserve-ak.last.fm/serve/126/86665075.jpg;959;70cXzropNkNhHPBte6FOYF;0;;;;;;;;
9397;Madonna ; Survival;http://userserve-ak.last.fm/serve/126/87971839.png;191079;0NaU4I4x6dGFBxaMoAFBow;http://www.lastfm.it//music/Madonna/Bedtime+Stories;http://www.lastfm.it//music/Madonna/Bedtime+Story;http://www.lastfm.it//music/Madonna/The+Complete+Studio+Albums+(1983-2008);http://www.lastfm.it//music/Madonna/In+the+Mix:+Part+1;;;;;
9398;Birdy ; The Same;http://userserve-ak.last.fm/serve/126/93007219.png;67901;3zcWRTMc3l0qRCmnrJ0xSl;http://www.lastfm.it//music/Birdy/Fire+Within;http://www.lastfm.it//music/Birdy/Fire+Within+(Limited+Edition+Box+Set);;;;;;;
9399;Lauryn Hill ; Superstar;http://userserve-ak.last.fm/serve/126/96542969.png;399599;0yqby64XNHe6ayGZNf4E9B;http://www.lastfm.it//music/Lauryn+Hill/The+Miseducation+of+Lauryn+Hill;http://www.lastfm.it//music/Lauryn+Hill/The+Miseducation+of+Lauryn+Hil;http://www.lastfm.it//music/Lauryn+Hill/The+Miseducation+Of;http://www.lastfm.it//music/Lauryn+Hill/Ms.+Hill;;;;;
9400;Mariah Carey ; The Roof;http://userserve-ak.last.fm/serve/126/98227295.png;193181;0JrRyoamOTyLWj5frVdqOD;http://www.lastfm.it//music/Mariah+Carey/Butterfly;http://www.lastfm.it//music/Mariah+Carey/The+Ballads;http://www.lastfm.it//music/+noredirect/Mariah+Carey+(Featuring+Krayzie+Bone+&+Wish+Bone)/Butterfly;http://www.lastfm.it//music/Mariah+Carey/Lovesongs;;;;;
9401;The Colourist ; Stray Away;http://userserve-ak.last.fm/serve/126/97837083.png;4444;7jOdvAYAgWDfLD6Soj2pKY;0;;;;;;;;
9402;Dear Comrade ; Hard Times;http://userserve-ak.last.fm/serve/126/74391410.jpg;1797;1JMMXCIc3Bwj8TMw60vxU2;0;;;;;;;;
9403;Kråkesølv ; Ikke rart vi bli sprø;http://userserve-ak.last.fm/serve/126/97851971.jpg;7117;3CPiOpRPOdx9Q5EA16O5ox;0;;;;;;;;
9404;Fugees ; Ready or Not;http://userserve-ak.last.fm/serve/126/94273443.png;1592908;1TtnykvMHP2pVqVG4N8QZE;http://www.lastfm.it//music/Fugees/The+Score;http://www.lastfm.it//music/Fugees/Greatest+Hits;http://www.lastfm.it//music/+noredirect/Fugees+(Refugee+Camp)/The+Score;http://www.lastfm.it//music/+noredirect/The+Fugees/Greatest+Hits;;;;;
9405;Thomas D'Arcy ; Credit!;http://userserve-ak.last.fm/serve/126/86918261.jpg;3095;1JMMXCIc3Bwj8TMw60vxU2;0;;;;;;;;
9406;American Authors ; Think About It;http://userserve-ak.last.fm/serve/126/97578489.png;21602;5NYhSuEzPwKoOry02NEFUi;0;;;;;;;;
9407;Alex Vans ; Good Enough;http://userserve-ak.last.fm/serve/126/85485645.jpg;2546;34HPlCWfq63FzFQYYsXS4d;0;;;;;;;;
9408;Bad Suns ; Salt;http://userserve-ak.last.fm/serve/126/97563209.png;29846;4thKYRD9Falnyhofpe11v8;http://www.lastfm.it//music/Bad+Suns/Transpose+EP;http://www.lastfm.it//music/Bad+Suns/Salt+-+Single;http://www.lastfm.it//music/Bad+Suns/Transpose;;;;;;
9409;Erykah Badu ; Appletree;http://userserve-ak.last.fm/serve/126/71304556.png;391540;0OFIg5bZ6bY03gcr5nk56r;http://www.lastfm.it//music/Erykah+Badu/Baduizm;http://www.lastfm.it//music/Erykah+Badu/Erykah+Badu;http://www.lastfm.it//music/Erykah+Badu/Baduizm+-+Special+Edition;http://www.lastfm.it//music/Erykah+Badu/Baduizm+(Ecopac);;;;;
9410;Kaja Gunnufsen ; Desp;http://userserve-ak.last.fm/serve/126/97666821.png;8029;4eyRAdOyoGB2AhVkzzlbj7;0;;;;;;;;
9411;Windigo ; Oh I Feel It;http://userserve-ak.last.fm/serve/126/87080433.jpg;1309;73JPGTxFkD74VJ2Fccl4Rx;0;;;;;;;;
9412;Erykah Badu ; Drama;http://userserve-ak.last.fm/serve/126/71304556.png;294636;2l0bQBHYPZjxkzHb0aVzTW;http://www.lastfm.it//music/Erykah+Badu/Baduizm;http://www.lastfm.it//music/Erykah+Badu/Erykah+Badu;http://www.lastfm.it//music/Erykah+Badu/Baduizm+-+Special+Edition;http://www.lastfm.it//music/Erykah+Badu/Baduizm+(Ecopac);;;;;
9413;Mariah Carey ; Breakdown;http://userserve-ak.last.fm/serve/126/98227295.png;193377;089uGx01xdpv3NaGI6qcPr;http://www.lastfm.it//music/Mariah+Carey/Butterfly;http://www.lastfm.it//music/Mariah+Carey/The+Remixes+(Disc+2);http://www.lastfm.it//music/Mariah+Carey/Butterfly+(Standart+Edition);;;;;;
9414;CLMD ; The Stockholm Syndrome - CLMD Radio Edit;http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;32714;1aWozWPbYTJrrGj7vxVFRV;0;;;;;;;;
9415;Kaja Gunnufsen ; Faen Ta;http://userserve-ak.last.fm/serve/126/97666821.png;9654;3S1YOnves9JWtosGp3ts05;0;;;;;;;;
9416;Dale Earnhardt Jr. Jr. ; Mesopotamia;http://userserve-ak.last.fm/serve/126/94089935.jpg;15168;3ZHFGBPQ4Pap1zSTwY9gsY;0;;;;;;;;
9417;Lady Gaga ; Dance in the Dark;http://userserve-ak.last.fm/serve/126/96286401.png;4398091;31CmdBkYq97MNQv3LomKxH;http://www.lastfm.it//music/Lady+Gaga/The+Fame+Monster;http://www.lastfm.it//music/Lady+Gaga/The+Fame+Kingdom;http://www.lastfm.it//music/Various+Artists/NRJ+Hit+List+2010,+Volume+2;;;;;;
9418;Lars Vaular ; Nonsens;http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;28344;4vyvhLP4GOpCBDKnuq0gye;0;;;;;;;;
9419;Cut Copy ; Far Away;http://userserve-ak.last.fm/serve/126/69495270.png;1089585;08G0Q9xR6QwfQepbD7lFSc;http://www.lastfm.it//music/Cut+Copy/In+Ghost+Colours;http://www.lastfm.it//music/Cut+Copy/Far+Away;http://www.lastfm.it//music/Cut+Copy/In+Ghost+Colours+(UK+Version);http://www.lastfm.it//music/Cut+Copy/In+Ghost+Colours+(International+Version);;;;;
9420;Kylie Minogue ; In Your Eyes;http://userserve-ak.last.fm/serve/126/80337607.png;1199370;0ntGF3zid7wmUzTvtVg4XF;http://www.lastfm.it//music/Kylie+Minogue/Fever;http://www.lastfm.it//music/Kylie+Minogue/Ultimate+Kylie;http://www.lastfm.it//music/Kylie+Minogue/Fever+(Domestic+Only);http://www.lastfm.it//music/Kylie+Minogue/The+Best+of+Kylie+Minogue;;;;;
9421;Karpe Diem ; Spis din syvende sans;http://userserve-ak.last.fm/serve/126/82155767.jpg;55912;25OObZIRPoArO3ufAM9tJL;http://www.lastfm.it//music/Karpe+Diem/Kors+p%C3%A5+halsen,+ti+kniver+i+hjertet,+mor+og+far+i+d%C3%B8den;http://www.lastfm.it//music/Karpe+Diem/Kors+p%C3%A5+halsen+ti+kniver+i+hjertet+mor+og+far+i+d%C3%B8den;;;;;;;
9422;Sophie Ellis-Bextor ; Murder on the Dancefloor;http://userserve-ak.last.fm/serve/126/71980984.png;1251952;0iFvFehPmB9JulVAf6f4MN;http://www.lastfm.it//music/Sophie+Ellis-Bextor/Read+My+Lips;http://www.lastfm.it//music/Sophie+Ellis-Bextor/Murder+On+The+Dance+Floor+Hit+Pac;http://www.lastfm.it//music/Sophie+Ellis-Bextor/Lips+Read+My;http://www.lastfm.it//music/Sophie+Ellis-Bextor/Off+and+On;;;;;
9423;Bombay Bicycle Club ; Bad Timing;http://userserve-ak.last.fm/serve/126/76981768.png;521200;0NS0IcJ5wB2CrucQZhp1iu;0;;;;;;;;
9424;Cut Copy ; Feel the Love;http://userserve-ak.last.fm/serve/126/69495270.png;1530658;1aa6mqjOcs5rHzDATlHPzH;http://www.lastfm.it//music/Cut+Copy/In+Ghost+Colours;http://www.lastfm.it//music/Cut+Copy/In+Ghost+Colours+(UK+Version);http://www.lastfm.it//music/Cut+Copy/In+Ghost+Colours+(International+Version);http://www.lastfm.it//music/Various+Artists/Ministry+of+Sound:+Chillout+Sessions+XI;;;;;
9425;Magic Man ; Nova Scotia;http://userserve-ak.last.fm/serve/126/92992589.jpg;28175;5np64vfdJ6Qz6aDFkspMWz;http://www.lastfm.it//music/Magic+Man/You+Are+Here;http://www.lastfm.it//music/Magic+Man/The+Fox+Den+Demos+EP;;;;;;;
9426;Karpe Diem ; Her;http://userserve-ak.last.fm/serve/126/82155767.jpg;75688;3uqcYslwtcLuwBphH5vO6z;http://www.lastfm.it//music/Karpe+Diem/Kors+p%C3%A5+halsen,+ti+kniver+i+hjertet,+mor+og+far+i+d%C3%B8den;http://www.lastfm.it//music/Karpe+Diem/Her;http://www.lastfm.it//music/Karpe+Diem/Kors+p%C3%A5+halsen+ti+kniver+i+hjertet+mor+og+far+i+d%C3%B8den;;;;;;
9427;Party Supplies ; New York 2017;http://userserve-ak.last.fm/serve/126/92693505.jpg;10578;6TyJpJV0NInR5KkHuDKwcr;0;;;;;;;;
9428;Magic Man ; Every Day;http://userserve-ak.last.fm/serve/126/92992589.jpg;28310;1jyi7jaiKpTYe3etvMFlVy;0;;;;;;;;
9429;The Notorious B.I.G. ; Big Poppa;http://userserve-ak.last.fm/serve/126/88081931.png;1708208;17larILaMHwsprsMFnYI77;http://www.lastfm.it//music/The+Notorious+B.I.G./Ready+to+Die;http://www.lastfm.it//music/Hardball+(Motion+Picture+Soundtrack)/Hardball+(Music+From+The+Motion+Picture);http://www.lastfm.it//music/Notorious+B.I.G./Ready+to+Die+(Remastered);http://www.lastfm.it//music/Notorious+B.I.G./DJ+Lrm+Presents:+Instrumental+World+V.+32+(Notorious+B.I.G.+Edition);;;;;
9430;Kid Runner ; Gold Teeth;http://userserve-ak.last.fm/serve/126/86665075.jpg;900;0yFdBmIKhvkGhh8V08sTE1;0;;;;;;;;
9431;Ghost Beach ; Close Enough (feat. Noosa);http://userserve-ak.last.fm/serve/126/97313813.jpg;36548;27FZZHS2LOAMLGPqX0JO1n;0;;;;;;;;
9431;Oceaán ; Turned Away;http://userserve-ak.last.fm/serve/126/98137725.png;1783;2OiyZntLHQlIJe3zy1YDWj;http://www.lastfm.it//music/Ocea%C3%A1n/The+Ocea%C3%A1n+E.P;http://www.lastfm.it//music/Ocea%C3%A1n/Turned+Away;;;;;;;
9433;Alex Vans ; Chase the Night;http://userserve-ak.last.fm/serve/126/85485645.jpg;2266;0TuDXeMpLhTeiy4JVhtXZq;http://www.lastfm.it//music/Alex+Vans/DJ+Booth;http://www.lastfm.it//music/Alex+Vans/Chase+the+Night;;;;;;;
9434;Canopy Climbers ; Far;http://userserve-ak.last.fm/serve/126/66659734.png;7549;4d4uiCbB6xSYd7RlmjryK4;http://www.lastfm.it//music/Canopy+Climbers/Distances;http://www.lastfm.it//music/Various+Artists/NoiseTrade+%E2%80%93+2012+Holiday+Road+Trip+Mixtape;;;;;;;
9435;Pitbull ; Wild Wild Love;http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;96430;1ondgpBZkWJ4yEDVa0IeNC;0;;;;;;;;
9436;Miike Snow ; A Horse Is Not A Home;http://userserve-ak.last.fm/serve/126/83900463.png;928760;0RoZXCjnANKS5GH58EApnP;http://www.lastfm.it//music/Miike+Snow/Miike+Snow;http://www.lastfm.it//music/Miike+Snow/2010-05-31:+Henry+Fonda+Theater,+Los+Angeles,+CA,+USA;http://www.lastfm.it//music/Various+Artists/Destroy;;;;;;
9437;Oceaán ; Your Side;http://userserve-ak.last.fm/serve/126/98137725.png;1361;5DnTO87q5YyHOQw4phnS3n;0;;;;;;;;
9438;Strangejuice ; Carposina Distincta;http://userserve-ak.last.fm/serve/126/85090191.jpg;2877;2Rji1fCbNS4fGepLIU2ha6;0;;;;;;;;
9439;Dale Earnhardt Jr. Jr. ; Run;http://userserve-ak.last.fm/serve/126/94089935.jpg;29791;1WaLaeSKwWJyNt1SIOBg3I;0;;;;;;;;
9440;Miike Snow ; In Search Of;http://userserve-ak.last.fm/serve/126/83900463.png;752820;0eGGvM5NWbNRkO04TFmzHA;http://www.lastfm.it//music/Miike+Snow/Miike+Snow;http://www.lastfm.it//music/Miike+Snow/2010-05-31:+Henry+Fonda+Theater,+Los+Angeles,+CA,+USA;http://www.lastfm.it//music/Miike+Snow/iTunes+Live:+London+Festival+%E2%80%9909;;;;;;
9441;Jaymes Young ; Waiting For The Sun;http://userserve-ak.last.fm/serve/126/92377407.jpg;6678;3PtCstXrkUI5y1Bkq4fDQR;0;;;;;;;;
