Id;Band;Title;Cover;plays;Spotify;Albums;;;;;;;;
2386;Adrian Lux ; Damaged - Radio Edit;http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;33653;6Xg9Rc5HTxR3q17cBcWfvp;0;;;;;;;;
2387;deadmau5 ; Raise Your Weapon - Original Mix;http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;104079;07vTcSQdedoDCp0fCfR7ID;0;;;;;;;;
2388;Northeast Party House ; The Haunted;http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;8394;0t09riUeMzGseRqxqvSOn2;0;;;;;;;;
2389;Taio Cruz ; Break Your Heart;http://userserve-ak.last.fm/serve/126/45576173.jpg;2787694;04b55NwNDD056GOwHej5oV;http://www.lastfm.it//music/+noredirect/Multi+Interpr%C3%A8tes/NRJ+Hit+List+2010;http://www.lastfm.it//music/Taio+Cruz/Rokstarr;http://www.lastfm.it//music/+noredirect/Various/Dance+Floor+Vol+1;http://www.lastfm.it//music/+noredirect/Eri+esitt%C3%A4ji%C3%A4/Essential+R&B+2010;;;;;
2390;Porter Robinson ; Say My Name (Radio Edit);http://userserve-ak.last.fm/serve/126/74837764.jpg;102495;0HfxxHDoQPtg9n8nFYIBUj;http://www.lastfm.it//music/Various+Artists/50+Bounce+Tunes,+Vol.+1+(Standard+Edition)+Best+of+Electro,+Dubstep,+Hands+Up+Techno+&+Hardstyle+2012;http://www.lastfm.it//music/Various+Artists/50+Bounce+Tunes,+Vol.+1+(Deluxe+Edition)+-+Best+of+Hands+Up+Techno,+Hardstyle,+Electro+&+Dubstep+2012;;;;;;;
2391;will.i.am ; Gettin' Dumb (feat. apl.de.ap & 2NE1);http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;39450;0A5dx7HI71e46i0vxRiaV9;0;;;;;;;;
2391;Cut Copy ; In These Arms Of Love;http://userserve-ak.last.fm/serve/126/98371665.png;6423;1SRcJE5jTG6hh72GhkwhyS;0;;;;;;;;
2393;Chris Brown ; Yeah 3X;http://userserve-ak.last.fm/serve/126/87995315.jpg;1369268;0AUIjHlr9KfbVoemhhxHS6;http://www.lastfm.it//music/Boy+Bruynzeel/The+Video+Year+Mix+2011;http://www.lastfm.it//music/Various+Artists/Summer+Hitz;http://www.lastfm.it//music/Various+Artists/NOW+That%27s+What+I+Call+Music+Vol.+37;http://www.lastfm.it//music/Various+Artists/Bravo:+The+Hits+2011;;;;;
2394;Nicki Minaj ; Whip It;http://userserve-ak.last.fm/serve/126/90395587.png;775035;0EFVxYQJOQCfYVWVk83UPh;http://www.lastfm.it//music/Nicki+Minaj/Pink+Friday+...+Roman+Reloaded;http://www.lastfm.it//music/Nicki+Minaj/Pink+Friday:+Roman+Reloaded;http://www.lastfm.it//music/Nicki+Minaj/Pink+Friday:+Roman+Reloaded+the+Re-Up;http://www.lastfm.it//music/Nicki+Minaj/Pink+Friday:+Roman+Reloaded+-+The+Re-Up;;;;;
2395;Years & Years ; Real;http://userserve-ak.last.fm/serve/126/98669343.png;61893;3OPTy8Mtzy1FXDbI8jElN9;http://www.lastfm.it//music/Years+&+Years/Real;http://www.lastfm.it//music/Various+Artists/Kitsun%C3%A9+New+Faces;http://www.lastfm.it//music/Various+Artists/Kitsun%C3%A9+New+Faces+(iTunes+version);;;;;;
2396;Justin Bieber ; Beauty and a Beat (feat. Nicki Minaj);http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;479404;4fvLtQEFLExDPvdXNda2L7;0;;;;;;;;
2397;Britney Spears ; Don't Let Me Be the Last to Know;http://userserve-ak.last.fm/serve/126/83238203.png;596233;0KqD5lWxtIn1X0pEJTadrb;http://www.lastfm.it//music/Britney+Spears/Greatest+Hits:+My+Prerogative;http://www.lastfm.it//music/Britney+Spears/Oops!...I+Did+It+Again;http://www.lastfm.it//music/Britney+Spears/Oops!...+I+Did+It+Again;http://www.lastfm.it//music/Britney+Spears/Oops!...I+Did+It+Again+%5BSpecial+UK+Edition%5D;;;;;
2398;Rihanna ; S&M;http://userserve-ak.last.fm/serve/126/88146101.png;4417967;0JCW7w6AP1pkE7lY0Gx4eo;http://www.lastfm.it//music/Rihanna/Loud;http://www.lastfm.it//music/Rihanna/S&M;http://www.lastfm.it//music/Rihanna/Loud+(Bonus+Track+Version);http://www.lastfm.it//music/Rihanna/Greatest+Hits;;;;;
2399;Porcelain Black ; Mama Forgive Me;http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;42449;6SUHMSU9EBORT2fskEirQE;0;;;;;;;;
2400;Britney Spears ; Ooh La La;http://userserve-ak.last.fm/serve/126/91004375.png;463709;1KwfqO84ccGzCoTHGH2sbL;http://www.lastfm.it//music/Britney+Spears/Ooh+La+La;http://www.lastfm.it//music/Various+Artists/The+Smurfs+2:+Music+From+And+Inspired+By;;;;;;;
2401;Natalia Kills ; Controversy;http://userserve-ak.last.fm/serve/126/81982239.png;153579;5EiZVvBpSDmnPhGlfdOgdh;0;;;;;;;;
2402;Porcelain Black ; Mannequin Factory;http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;58422;2jeUbHRm3uX0L8c2yG1POP;0;;;;;;;;
2403;Oasis ; The Shock of the Lightning;http://userserve-ak.last.fm/serve/126/91321943.png;1260945;0IRx6YkLMVdnCHN61D0Vk0;http://www.lastfm.it//music/Oasis/Dig+Out+Your+Soul;http://www.lastfm.it//music/Oasis/Time+Flies...1994-2009;http://www.lastfm.it//music/Oasis/The+Shock+Of+The+Lightning;http://www.lastfm.it//music/Oasis/Time+Flies%E2%80%A6+1994-2009;;;;;
2404;Beck ; Earthquake Weather;http://userserve-ak.last.fm/serve/126/55374819.png;865587;5SJTymVGDUnBd0EOySpg1B;http://www.lastfm.it//music/Beck/Guero;http://www.lastfm.it//music/Beck/Guero+(International+Version);http://www.lastfm.it//music/Various+Artists/Acura+TL+DVD-Audio+Demonstration+Disc;;;;;;
2405;Kerli ; Speed Limit;http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;95311;6e1LOvkeMolMnAE4pB8keB;0;;;;;;;;
2405;Leventina ; Spellbound (Original Mix);http://userserve-ak.last.fm/serve/126/84205629.jpg;1457;2vzpof016oC665gpSITdhi;0;;;;;;;;
2407;Kaskade ; Eyes - Extended Mix;http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;18363;1ndUniKZ0Qtl7bLOrstNR2;0;;;;;;;;
2408;Beck ; Black Tambourine;http://userserve-ak.last.fm/serve/126/55374819.png;1107193;3szmbwu84nbaxYv4Jq0UuM;http://www.lastfm.it//music/Beck/Guero;http://www.lastfm.it//music/Beck/2006-06-17:+What+Stage,+Bonnaroo+Music+Festival,+Manchester,+TN,+USA;http://www.lastfm.it//music/Beck/Guero+(International+Version);http://www.lastfm.it//music/Beck/2008-09-20:+Hollywood+Bowl,+Hollywood,+CA,+USA;;;;;
2409;Charli XCX ; Lock You Up;http://userserve-ak.last.fm/serve/126/88944743.png;141951;2hWgzPIbK105mVUrEWR6PU;http://www.lastfm.it//music/Charli+XCX/True+Romance;http://www.lastfm.it//music/Charli+XCX/Heartbreaks+and+Earthquakes+-+The+Mixtape;http://www.lastfm.it//music/Charli+XCX/iTunes+Festival:+London+2012;;;;;;
2410;Basto ; Dance With Me (Original Mix);http://userserve-ak.last.fm/serve/126/93235431.jpg;2094;0Qwwf0K7NLKz9iEt6X0REJ;http://www.lastfm.it//music/Various+Artists/Elektro+Presents+Spinnin%27+Records;http://www.lastfm.it//music/Various+Artists/Spinnin%27+Records+Ibiza+Closing+Party;http://www.lastfm.it//music/Various+Artists/Spinnin%27+Records+ADE+2013;;;;;;
2411;Kaskade ; Lessons In Love;http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;46551;01sSWawV2CCYo737sFsdFP;0;;;;;;;;
2412;The Flaming Lips ; Fight Test;http://userserve-ak.last.fm/serve/126/76325434.png;1711348;0S1Fg4r85mh7UaoiH20mUs;http://www.lastfm.it//music/The+Flaming+Lips/Yoshimi+Battles+The+Pink+Robots;http://www.lastfm.it//music/The+Flaming+Lips/Fight+Test;http://www.lastfm.it//music/The+Flaming+Lips/Yoshimi+Vs+The+Pink+Robots;http://www.lastfm.it//music/The+Flaming+Lips/Fight+Test-EP;;;;;
2413;White Lies ; Mother Tongue;http://userserve-ak.last.fm/serve/126/92523457.png;157288;5rNBTOydqMaExTpFuijBC5;http://www.lastfm.it//music/White+Lies/Big+TV;http://www.lastfm.it//music/White+Lies/BIG+TV+-+Track+By+Track;;;;;;;
2414;Benny Benassi ; Beautiful People (Zamli Summer Remix);http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;70097;252S4mCX2la1fsZFHQhEit;0;;;;;;;;
2415;Cazzette ; Hit Da Face (Instrumental Mix);http://userserve-ak.last.fm/serve/126/85166537.jpg;44674;1ltLuP9LAjRDOx3amajVQo;0;;;;;;;;
2416;Arcade Fire ; Neon Bible;http://userserve-ak.last.fm/serve/126/71483754.png;3441328;0bweN7BKqTYU0tq2IEpvlr;http://www.lastfm.it//music/Arcade+Fire/Neon+Bible;http://www.lastfm.it//music/Arcade+Fire/Miroir+Noir;http://www.lastfm.it//music/Arcade+Fire/2008-02-11:+Shinkiba+Studio+Coast,+Tokyo,+Japan;http://www.lastfm.it//music/Arcade+Fire/2007-05-16:+Massey+Hall,+Toronto,+ON,+Canada;;;;;
2417;Editors ; Honesty;http://userserve-ak.last.fm/serve/126/91120611.png;232650;7K0qmjms8idq7NI9IqXlgn;http://www.lastfm.it//music/Editors/The+Weight+of+Your+Love;http://www.lastfm.it//music/Editors/Honesty;http://www.lastfm.it//music/Various+Artists/De+Afrekening+56;;;;;;
2418;Cazzette ; Cream (Instrumental Mix);http://userserve-ak.last.fm/serve/126/85166537.jpg;42460;5wu3eOETdkK5eKjqljqbw0;0;;;;;;;;
2419;Tom Hangs ; Blessed - Avicii Edit;http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;50935;035zDnxtgbFJa4oHZ51Olc;0;;;;;;;;
2420;Interpol ; Lights;http://userserve-ak.last.fm/serve/126/50646487.png;1020654;08q4ZLhVeq7ELyXckzDp1B;http://www.lastfm.it//music/Interpol/Interpol;http://www.lastfm.it//music/Interpol/%22Interpol%22;http://www.lastfm.it//music/Interpol/Interpol+Tour+EP;http://www.lastfm.it//music/Various+Artists/Promo+Only:+Modern+Rock+Radio,+February+2011;;;;;
2421;Oasis ; The Hindu Times;http://userserve-ak.last.fm/serve/126/53472909.png;766256;1YqbtLhi8719XMxk1gajku;http://www.lastfm.it//music/Oasis/Heathen+Chemistry;http://www.lastfm.it//music/Oasis/The+Hindu+Times;http://www.lastfm.it//music/Oasis/Time+Flies...1994-2009;http://www.lastfm.it//music/Oasis/Greatest+Hits;;;;;
2421;Tommy Trash ; Truffle Pig;http://userserve-ak.last.fm/serve/126/83922473.jpg;20890;1BndTG9i0VuWYtLFrGpne5;http://www.lastfm.it//music/Tommy+Trash/Truffle+Pig;http://www.lastfm.it//music/Various+Artists/Ministry+of+Sound:+Clubbers+Guide+2013;;;;;;;
2423;Katy Perry ; I Kissed a Girl;http://userserve-ak.last.fm/serve/126/92216597.png;7117851;0Idr8l7VTkJ2vhtD8z2viA;http://www.lastfm.it//music/Katy+Perry/One+of+the+Boys;http://www.lastfm.it//music/Katy+Perry/I+Kissed+a+Girl;http://www.lastfm.it//music/Katy+Perry/I+Kissed+A+Girl+(3-Track);http://www.lastfm.it//music/+noredirect/Various/Hollywood+After+Dark;;;;;
2424;Britney Spears ; Break the Ice;http://userserve-ak.last.fm/serve/126/7660291.jpg;3226618;01Eu5ezwrTUc24WESMOeu1;http://www.lastfm.it//music/Johnson+&+H%C3%A4ggkvist/Absolute+Music+57;http://www.lastfm.it//music/Britney+Spears/Blackout+(Bonus+Track+Version);http://www.lastfm.it//music/PopKidz/Absolute+Kidz+23;http://www.lastfm.it//music/Britney+Spears/Blackout+(Japanese+Edition);;;;;
2425;Sky Ferreira ; One;http://userserve-ak.last.fm/serve/126/50931481.png;553990;6VQiOa2ri5cuDGl3U2s9cs;0;;;;;;;;
2426;Lifelike ; So Electric;http://userserve-ak.last.fm/serve/126/68108288.png;48431;3ZfW4Z3MEvd82pv5J0rN2l;0;;;;;;;;
2427;The Neighbourhood ; Alleyways;http://userserve-ak.last.fm/serve/126/90401525.png;269775;4V37tyDu9CtqYshvrgLke4;0;;;;;;;;
2428;Oasis ; Born on a Different Cloud;http://userserve-ak.last.fm/serve/126/53472909.png;383417;0QDIkER6MdtPPPfSWp8X7v;http://www.lastfm.it//music/Oasis/Heathen+Chemistry;http://www.lastfm.it//music/Oasis/Live+Finsbury+Park;http://www.lastfm.it//music/Oasis/Live+Finsbury+Park+(disc+1);http://www.lastfm.it//music/Oasis/Live+Finsbury+Park+(disc+2);;;;;
2429;Marina & the Diamonds ; Homewrecker;http://userserve-ak.last.fm/serve/126/87987741.png;1299843;3ale59L81ZYbjj9sm5EIIR;0;;;;;;;;
2430;MS MR ; Head Is Not My Home;http://userserve-ak.last.fm/serve/126/89117065.png;224271;1NNNnKb26B6Efm0mGWB7dL;0;;;;;;;;
2431;Sebjak ; Feel You (Extended Mix);http://userserve-ak.last.fm/serve/126/94735111.jpg;277;56Id0luFY5IXuR68B6Itda;0;;;;;;;;
2432;Sky Ferreira ; I Will;http://userserve-ak.last.fm/serve/126/98681385.png;156441;0NNyFQfKvZq0PyRNtQkZLJ;0;;;;;;;;
2433;Marina & the Diamonds ; Lies;http://userserve-ak.last.fm/serve/126/87987741.png;1351409;3ezkndzQjYZgedLjHtPQKQ;0;;;;;;;;
2434;Rihanna ; Drunk on Love;http://userserve-ak.last.fm/serve/126/96392469.png;1061317;0Q8NIHQzhjPFjgvtOjELz5;http://www.lastfm.it//music/Rihanna/Talk+That+Talk;http://www.lastfm.it//music/Rihanna/Talk+That+Talk+(Deluxe+Version);;;;;;;
2435;Galantis ; Friend (Hard Times);http://userserve-ak.last.fm/serve/126/97974425.jpg;6111;5LoaLyY7Z3RN6KgjcqBi8x;0;;;;;;;;
2436;Sky Ferreira ; Kristine;http://userserve-ak.last.fm/serve/126/98681385.png;130012;3BdUDbQXj4JGA5IHoqBi3u;0;;;;;;;;
2437;The Boxer Rebellion ; Take Me Back;http://userserve-ak.last.fm/serve/126/88434771.jpg;38125;4tO7trq8Sn2Ync6ljbCLgp;0;;;;;;;;
2438;Vicetone ; Harmony;http://userserve-ak.last.fm/serve/126/86237945.jpg;23205;1f51QtXop2wRJ04KaifAuk;http://www.lastfm.it//music/Various+Artists/Monstercat+011+-+Revolution;http://www.lastfm.it//music/Various+Artists/Monstercat+-+Best+of+2012;;;;;;;
2439;CHVRCHES ; Night Sky;http://userserve-ak.last.fm/serve/126/92085853.png;571634;0SU9BAQdl4tSyb9JA5J5WJ;http://www.lastfm.it//music/CHVRCHES/The+Bones+of+What+You+Believe;http://www.lastfm.it//music/CHVRCHES/The+Bones+of+What+You+Believe+(Special+Edition);http://www.lastfm.it//music/CHVRCHES/The+Bones+of+What+You+Believe+(Deluxe+Version);;;;;;
2440;The Boxer Rebellion ; Low;http://userserve-ak.last.fm/serve/126/88434771.jpg;35736;4a0wnVxuAiq0vTfGKmlVOn;0;;;;;;;;
2441;Vicetone ; Lowdown - Original Mix;http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;4584;1mlnaXd5IZ9ueGMWJ1oJiD;0;;;;;;;;
2442;John Newman ; All I Need Is You;http://userserve-ak.last.fm/serve/126/92990641.png;51348;3NTsQUkfzl32KCyLtae85j;http://www.lastfm.it//music/John+Newman/Tribute;http://www.lastfm.it//music/John+Newman/Love+Me+Again+EP;;;;;;;
2443;Cake ; The Distance;http://userserve-ak.last.fm/serve/126/69961364.png;2090666;01CkaSVgOriSgI1btOIipr;http://www.lastfm.it//music/Cake/Fashion+Nugget;http://www.lastfm.it//music/Cake/The+Distance;http://www.lastfm.it//music/Cake/Never+There;http://www.lastfm.it//music/+noredirect/Various/101+Rock+Hits;;;;;
2444;White Lies ; Be Your Man;http://userserve-ak.last.fm/serve/126/92523457.png;116056;3zk7ijyFqBya2cfVQVsCup;http://www.lastfm.it//music/White+Lies/Big+TV;http://www.lastfm.it//music/White+Lies/BIG+TV+-+Track+By+Track;;;;;;;
2445;Gary Barlow ; Let Me Go;http://userserve-ak.last.fm/serve/126/94892707.png;101069;0H1GWNCOu7BcrxufcFgo9Z;http://www.lastfm.it//music/Gary+Barlow/Since+I+Saw+You+Last;http://www.lastfm.it//music/Gary+Barlow/Since+I+Saw+You+Last+(Deluxe+Edition);http://www.lastfm.it//music/Various+Artists/BRAVO+Hits+85;http://www.lastfm.it//music/Various+Artists/Your+Songs+2014;;;;;
2445;Jus Jack ; Stars (Original Mix);http://userserve-ak.last.fm/serve/126/96887335.jpg;776;06zvUgZkZIt1v8kxB4W1Np;0;;;;;;;;
2447;TLC ; Kick Your Game;http://userserve-ak.last.fm/serve/126/89839095.png;134634;09mTshVsfs7NK93MyCAuxx;http://www.lastfm.it//music/TLC/CrazySexyCool;http://www.lastfm.it//music/TLC/The+Best+Of+TLC;http://www.lastfm.it//music/TLC/Now+&+Forever:+The+Hits;http://www.lastfm.it//music/TLC/Now+and+Forever:+The+Hits;;;;;
2448;Arcade Fire ; Afterlife;http://userserve-ak.last.fm/serve/126/93250337.png;1070025;3t87C08isN6yw2DnWOorLm;0;;;;;;;;
2449;Jessie J ; Conquer the World (feat. Brandy);http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;42994;1rZ8TTs2AnZb1jjcJf02Gx;0;;;;;;;;
2450;Tensnake ; Last Song;http://userserve-ak.last.fm/serve/126/97462835.png;7106;5ibSJRW7o0x5npHgHPfujR;0;;;;;;;;
2451;Vicetone ; Heartbeat (feat. Collin McLoughlin);http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;32924;0pc7qhytdlEIX8A7Yu4OjK;0;;;;;;;;
2452;Wolf Alice ; Moaning Lisa Smile;http://userserve-ak.last.fm/serve/126/99112195.jpg;9711;7viqrQhPnl3YYgXwMoGtI3;http://www.lastfm.it//music/Wolf+Alice/Creature+Songs+-+EP;http://www.lastfm.it//music/Wolf+Alice/Creature+Songs+EP;;;;;;;
2453;Mapei ; Don't Wait;http://userserve-ak.last.fm/serve/126/98147189.png;166730;0mGgN6D36IFwMbKtJSesKl;http://www.lastfm.it//music/Mapei/Don%27t+Wait;http://www.lastfm.it//music/Mapei/Don%27t+Wait+-+EP;;;;;;;
2454;Kelis ; Breakfast;http://userserve-ak.last.fm/serve/126/98462059.png;31818;3BeuTqCMSydLMCK61vb85r;0;;;;;;;;
2455;Arctic Monkeys ; Black Treacle;http://userserve-ak.last.fm/serve/126/66238392.png;1787929;1ycilxrhBDZpgkuvXgsV1Z;http://www.lastfm.it//music/Arctic+Monkeys/Suck+It+and+See;http://www.lastfm.it//music/Arctic+Monkeys/Black+Treacle;;;;;;;
2456;Vampire Weekend ; Worship You;http://userserve-ak.last.fm/serve/126/92503657.png;729142;5y02IcERVgEUItFLeeZDz6;http://www.lastfm.it//music/Vampire+Weekend/Modern+Vampires+of+the+City;http://www.lastfm.it//music/Various+Artists/Fifa+14+Soundtrack;;;;;;;
2457;Tove Lo ; Habits;http://userserve-ak.last.fm/serve/126/87827607.png;245973;6EG6p1rfKycjJGX7CyAr7d;0;;;;;;;;
2458;Kelis ; Forever Be;http://userserve-ak.last.fm/serve/126/98462059.png;30056;3lqRpFK9ZO40nHtQ6V70fL;0;;;;;;;;
2459;Anna Lunoe ; Breathe (Extended);http://userserve-ak.last.fm/serve/126/98527387.png;1784;1V9xws3W8Uq9xB0sp8g1RO;http://www.lastfm.it//music/Anna+Lunoe/Breathe;http://www.lastfm.it//music/Anna+Lunoe/Breathe+(Extended);http://www.lastfm.it//music/+noredirect/Various/Ultra+2014;http://www.lastfm.it//music/+noredirect/Various/Now+Dance+3;;;;;
2460;Tensnake ; Listen Everybody;http://userserve-ak.last.fm/serve/126/97462835.png;8788;0a8xlNJ3UqQnEAa5oxUcA5;0;;;;;;;;
2461;Paloma Faith ; Impossible Heart;http://userserve-ak.last.fm/serve/126/96359839.png;18131;3nRRnP09A14Lo4ZY3wcAtj;http://www.lastfm.it//music/Paloma+Faith/A+Perfect+Contradiction+(Deluxe);http://www.lastfm.it//music/Paloma+Faith/A+Perfect+Contradiction;;;;;;;
2462;Adele ; Cold Shoulder;http://userserve-ak.last.fm/serve/126/79993175.png;2320425;052itqSo15JRkOhyqMdVl8;http://www.lastfm.it//music/Adele/19;http://www.lastfm.it//music/Adele/Greatest+Hits;http://www.lastfm.it//music/Various+Artists/Mastermix+Pro+Disc+94;http://www.lastfm.it//music/Various+Artists/100%25+Woman;;;;;
2463;Marina & the Diamonds ; Radioactive;http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;1468567;3ph6xHCshx5N8gLncLxm3O;0;;;;;;;;
2464;Anna Lunoe ; Breathe - Extended;http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;4103;1V9xws3W8Uq9xB0sp8g1RO;0;;;;;;;;
2465;Paloma Faith ; Other Woman;http://userserve-ak.last.fm/serve/126/96359839.png;21783;6eSknTcOncmyv9UbUvu6zW;http://www.lastfm.it//music/Paloma+Faith/A+Perfect+Contradiction+(Deluxe);http://www.lastfm.it//music/Paloma+Faith/A+Perfect+Contradiction;;;;;;;
2466;Adele ; Melt My Heart to Stone;http://userserve-ak.last.fm/serve/126/79993175.png;1877823;3L9lMzgZgX816qj9gv9ngs;http://www.lastfm.it//music/Adele/19;http://www.lastfm.it//music/Adele/iTunes+Live+from+SoHo;http://www.lastfm.it//music/Adele/Greatest+Hits;http://www.lastfm.it//music/Various+Artists/Ladies+Jazz,+Volume+7;;;;;
2467;Natalia Kills ; Watching You;http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;77958;6MygY5LP0AqSVqxwMLChzL;0;;;;;;;;
2468;Tensnake ; Love Sublime (Ewan Pearson Remix);http://userserve-ak.last.fm/serve/126/95164433.jpg;165;1h3BxQJ74JINMlByyTLnSY;0;;;;;;;;
2469;Avicii ; Silhouettes (Syn Cole Creamfields Mix Radio Edit);http://userserve-ak.last.fm/serve/126/77014296.png;4642;04xnh1pjYnHpFtWAmxWPM6;0;;;;;;;;
2470;Amy Winehouse ; Tears Dry on Their Own;http://userserve-ak.last.fm/serve/126/67177330.png;5339580;1d6allaYtsYmv33veIeem2;http://www.lastfm.it//music/Amy+Winehouse/Back+to+Black+(Deluxe+Edition);http://www.lastfm.it//music/Amy+Winehouse/Frank+&+Back+To+Black;http://www.lastfm.it//music/Amy+Winehouse/Back+to+Black+%5BDeluxe+Edition%5D;http://www.lastfm.it//music/Artisti+Vari/Ultimate+R&B+Love+2009;;;;;
2471;Arcade Fire ; Here Comes the Night Time II;http://userserve-ak.last.fm/serve/126/93250337.png;559756;2gKZXeCTkQjblUQgnKF7Ow;0;;;;;;;;
2472;Edwin van Cleef ; Triton;http://userserve-ak.last.fm/serve/126/68767454.jpg;4559;4cC9nQMgClmz8cix6l5CSX;0;;;;;;;;
2473;Avicii ; Silhouettes (Lazy Rich Remix);http://userserve-ak.last.fm/serve/126/77014296.png;10600;6hwrIBn8q86Jhx2GMynJ2Q;http://www.lastfm.it//music/Avicii/Silhouettes;http://www.lastfm.it//music/Avicii/Silhouettes+(Remixes);http://www.lastfm.it//music/Knife+Party/Clever+Title+Like+Deadmau5+Would+Use;;;;;;
2473;Duffy ; Warwick Avenue;http://userserve-ak.last.fm/serve/126/51181315.png;2387918;0hYBOXFr284hDK43UelSpq;http://www.lastfm.it//music/Duffy/Rockferry;http://www.lastfm.it//music/Duffy/Rockferry+(Deluxe+Edition);http://www.lastfm.it//music/Duffy/Warwick+Avenue;http://www.lastfm.it//music/Duffy/Rockferry+(intl+Deluxe+Edition);;;;;
2475;Passion Pit ; Love Is Greed;http://userserve-ak.last.fm/serve/126/82026865.png;394876;3V0ak0F8fLXmp3hYAEQKZH;0;;;;;;;;
2476;Martin Garrix ; Animals (UK Radio Edit);http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;7791;00OCqVCInfTUOTmUQPyAEA;0;;;;;;;;
2477;Steve Angello & Laidback Luke ; Show Me Love (Hardwell & Sunrise Remix);http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;806;0AtV7LbPnLXCB0DXx0xmId;0;;;;;;;;
2478;Lorde ; 400 Lux;http://userserve-ak.last.fm/serve/126/93158109.png;1363378;5z2YdsdkDtaYNbbNLguNlC;0;;;;;;;;
2479;The Naked and Famous ; Young Blood;http://userserve-ak.last.fm/serve/126/51383895.png;4476139;0ZFqkCpQ7YrKAm0528LREE;http://www.lastfm.it//music/The+Naked+and+Famous/Passive+Me,+Aggressive+You;http://www.lastfm.it//music/The+Naked+and+Famous/Young+Blood;http://www.lastfm.it//music/The+Naked+and+Famous/Passive+Me+Aggressive+You;http://www.lastfm.it//music/+noredirect/The+Naked+&+Famous/Young+Blood;;;;;
2480;Arctic Monkeys ; Evil Twin;http://userserve-ak.last.fm/serve/126/86372107.png;326741;1YgigXXrwNXR4vhnOqtG7C;0;;;;;;;;
2481;The Mowgli's ; San Francisco;http://userserve-ak.last.fm/serve/126/91176011.jpg;328983;1BtGKDXxe4ib2baWPnhlER;http://www.lastfm.it//music/The+Mowgli%27s/Waiting+For+The+Dawn;http://www.lastfm.it//music/The+Mowgli%27s/Love%27s+Not+Dead+EP;http://www.lastfm.it//music/The+Mowgli%27s/San+Francisco;;;;;;
2482;David Guetta ; Money (Feat. Chris Willis And Mone) (Radio Edit);http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;15706;1Emd77LfGv8Q3zkLA2ctaR;0;;;;;;;;
2483;Lorde ; Still Sane;http://userserve-ak.last.fm/serve/126/93158109.png;917168;2AAf5oM9Jr58b7pCbZni0E;0;;;;;;;;
2484;Beberexha ; I CAN'T STOP DRINKING ABOUT YOU;http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;5256;6oivtl7UDICrq4KeZMCJGS;0;;;;;;;;
2485;Galantis ; Revolution;http://userserve-ak.last.fm/serve/126/97974425.jpg;7322;71jr6tYkIteQX0PuR7cbUe;0;;;;;;;;
2486;CHVRCHES ; Lies;http://userserve-ak.last.fm/serve/126/92085853.png;857523;18NwJpGMsDiBZylRMFQfFD;http://www.lastfm.it//music/CHVRCHES/The+Bones+of+What+You+Believe;http://www.lastfm.it//music/CHVRCHES/The+Bones+of+What+You+Believe+(Special+Edition);http://www.lastfm.it//music/CHVRCHES/The+Bones+of+What+You+Believe+(Deluxe+Version);http://www.lastfm.it//music/CHVRCHES/Lies;;;;;
2487;Avicii ; Wake Me Up (Avicii Speed Remix);http://userserve-ak.last.fm/serve/126/92985947.png;7428;1Y2g50sei1UkD8IKrmAZpk;0;;;;;;;;
2488;Small Wonder ; Until I Open My Wings;http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;4379;3mOB43xjlUlhvE8YRnFLTF;0;;;;;;;;
2489;Sky Ferreira ;108;http://userserve-ak.last.fm/serve/126/69876308.png;140884;48PYATZBjBx5BCroTiAeT9;http://www.lastfm.it//music/Sky+Ferreira/AS+IF!;http://www.lastfm.it//music/Sky+Ferreira/As+If!+-+EP;;;;;;;
2490;Panama ; Destroyer (Cosmo's Midnight Remix);http://userserve-ak.last.fm/serve/126/93573821.png;2807;2FnTPJprNFZU2Imb5eZSZB;0;;;;;;;;
